timestamp,messageType,latency,statusCode,roomId
1772608105564,TEXT,57,OK,10
1772608105564,TEXT,100,OK,1
1772608105564,TEXT,51,OK,9
1772608105564,TEXT,56,OK,12
1772608105564,JOIN,61,OK,20
1772608105564,TEXT,45,OK,2
1772608105564,TEXT,51,OK,5
1772608105564,TEXT,57,OK,14
1772608105564,TEXT,44,OK,9
1772608105564,TEXT,51,OK,15
1772608105564,TEXT,52,OK,17
1772608105564,TEXT,57,OK,13
1772608105564,TEXT,57,OK,20
1772608105564,LEAVE,100,OK,17
1772608105564,TEXT,61,OK,16
1772608105564,TEXT,100,OK,17
1772608105566,TEXT,46,OK,20
1772608105566,TEXT,142,OK,7
1772608105566,TEXT,48,OK,1
1772608105566,TEXT,63,OK,2
1772608105566,TEXT,35,OK,19
1772608105566,TEXT,48,OK,1
1772608105570,TEXT,61,OK,14
1772608105570,TEXT,67,OK,1
1772608105570,TEXT,39,OK,10
1772608105570,TEXT,39,OK,7
1772608105571,TEXT,65,OK,9
1772608105571,TEXT,64,OK,3
1772608105571,TEXT,749,OK,3
1772608105571,TEXT,556,OK,3
1772608105571,TEXT,40,OK,9
1772608105571,LEAVE,64,OK,18
1772608105573,TEXT,54,OK,2
1772608105573,TEXT,644,OK,17
1772608105576,TEXT,241,OK,17
1772608105578,TEXT,798,OK,16
1772608105578,TEXT,115,OK,6
1772608105579,TEXT,115,OK,6
1772608105579,JOIN,509,OK,16
1772608105580,TEXT,49,OK,6
1772608105580,TEXT,853,OK,13
1772608105580,TEXT,116,OK,6
1772608105581,TEXT,426,OK,13
1772608105581,TEXT,278,OK,4
1772608105584,TEXT,450,OK,14
1772608105588,TEXT,98,OK,17
1772608105588,TEXT,24,OK,20
1772608105588,TEXT,994,OK,8
1772608105590,TEXT,991,OK,17
1772608105590,TEXT,310,OK,17
1772608105590,TEXT,993,OK,10
1772608105590,TEXT,164,OK,10
1772608105590,JOIN,376,OK,14
1772608105590,JOIN,83,OK,13
1772608105591,TEXT,25,OK,3
1772608105591,TEXT,27,OK,9
1772608105591,TEXT,27,OK,19
1772608105591,TEXT,79,OK,15
1772608105591,TEXT,114,OK,15
1772608105592,TEXT,998,OK,15
1772608105593,TEXT,29,OK,6
1772608105593,TEXT,86,OK,13
1772608105593,TEXT,26,OK,2
1772608105593,TEXT,26,OK,12
1772608105593,JOIN,26,OK,20
1772608105593,TEXT,26,OK,2
1772608105593,TEXT,27,OK,2
1772608105593,TEXT,26,OK,5
1772608105593,TEXT,999,OK,3
1772608105593,TEXT,26,OK,1
1772608105593,TEXT,26,OK,19
1772608105593,TEXT,26,OK,18
1772608105593,TEXT,26,OK,17
